index_in_dataset,dataset,start_time,ttft,finish_time,throughput,generated_text,ROUGEL
137,samsum,1576261.176923576,1.5667083938606083,1.5667083938606083,103.401501284363,"Jamilla reminds Kiki that the audition starts at 7:30 PM and asks which station, to which Kiki responds with the name of the station, Antena 3, and Yoyo confirms.",0.5416666666666666
138,samsum,1576262.743922515,1.084975752979517,1.084975752979517,74.65604625500713,"Mike asked Ann for John's new phone number, but she told him to ask Mary instead.",0.5714285714285714
139,samsum,1576263.829249935,2.0057799059432,2.0057799059432,125.1383560361123,"Parker and Jason are discussing the Arrowverse and its connection to the DC Universe. They both prefer the DC Universe over the Marvel universe. Jason is still downloading the latest episode of Arrow Season 7, and Parker will come over with a USB once",0.8863636363636365
140,samsum,1576265.835354208,2.216132378904149,2.216132378904149,39.70881921932613,Helen forgot her laptop at home and needs Debbie to bring it to work for a presentation.,0.9411764705882353
141,samsum,1576268.051826834,2.129830379039049,2.129830379039049,53.52538921500184,"Matt needs to know the internet connection they have at home to work on an application, but Nick doesn't remember.",0.6511627906976744
142,samsum,1576270.18199378,1.4417578589636832,1.4417578589636832,93.63569559248752,"Harry sent Jacob a song 3 days ago and Jacob forgot to listen to it, but he will do it later tonight and let Harry know what he thinks.",0.912280701754386
143,samsum,1576271.624432495,1.0827004238963127,1.0827004238963127,69.27123915782502,"Adelle was supposed to clean the hamster cage after school, but she didn't.",1.0
144,samsum,1576272.707442845,2.476991730974987,2.476991730974987,96.48800882590166,"Adam is worried about May's mental health, as she has been feeling depressed, bored, and unhappy, and has trouble sleeping. Karen agrees that it's serious and suggests that May see a specialist, but May is resistant to the idea. Adam wants",0.4946236559139785
145,samsum,1576275.184730703,2.5107240800280124,2.5107240800280124,82.44633555977624,"Erin wants to do an interview with Ashley, who is free to meet at the camp. They decide to meet at the restaurant area where the wifi is better. Erin is on her way to meet Ashley, who is sitting in the back.",1.0
146,samsum,1576277.69574712,1.780667474027723,1.780667474027723,74.12950588771461,"Lilly will be late, so Gabriel will order food without waiting for her and also order something for her to pick up when she arrives.",1.0
147,samsum,1576279.476788633,2.2685104459524155,2.2685104459524155,83.75540008599346,"Kathy is getting a haircut and is excited to show Olivia the before and after photos. Olivia thinks Kathy's new haircut looks nice, but notes that it's not a big change from her aunt's hair.",0.684931506849315
148,samsum,1576281.745599015,2.534033388132229,2.534033388132229,46.5660794181464,"Celine and Mark went ice skating, it's his first time and they're having fun. Mia wishes she could be there with them.",0.8
149,samsum,1576284.27999232,2.001842472003773,2.001842472003773,58.945697101673645,Pam needs help with Tom's birthday preparations and Robert offers to pick up balloons from a store in the city centre.,0.8695652173913043
150,samsum,1576286.282197409,1.4593977548647672,1.4593977548647672,119.22726304051594,"Adam shares a juicy gossip about Iga and her boyfriend, who had to cancel a weekend getaway due to a presentation date conflict, and Iga is now upset and not speaking to him.",0.7714285714285715
151,samsum,1576287.741896461,2.5239546729717404,2.5239546729717404,101.42812893647648,"Corbin reports school violence at Jungang high school, specifically targeting his friend who was previously being bullied. He is concerned that if his identity is revealed, he will also be targeted. Dimitri assures him that he will be safe and asks for his",0.923076923076923
152,samsum,1576290.266185661,1.9612479149363933,1.9612479149363933,50.47806513701799,Mary has Jenny's credit card at their shop and is willing to let her pick it up whenever she comes.,0.6666666666666666
153,samsum,1576292.227780463,2.0401105070486665,2.0401105070486665,92.6420403929087,"Simon asked Freddy to sing at the school concert, but is concerned about finding time to practice. Freddy agreed to sing, and will send Simon three backing tracks for him to play guitar to.",0.48148148148148157
154,samsum,1576294.268200906,1.2804641099646688,1.2804641099646688,28.11480596749669,Millie is sick and won't come today.,1.0
155,samsum,1576295.548997953,0.8704822708386928,0.8704822708386928,79.2664047408109,Oscar and Payne are meeting for a coffee at Tristano's in 30 minutes.,0.9333333333333333
156,samsum,1576296.419961824,2.12872945680283,2.12872945680283,54.49259868570715,"Molly has a free ticket to the Muse concert in Cracow and wants Anna to come with her, but Hannah is not interested.",0.878048780487805
157,samsum,1576298.549071358,2.357582435011864,2.357582435011864,84.8326646100897,"Sean has decided that his spirit animal is a tortoise after much thought, feeling lost and unsure of himself. Tiffany thinks this is fitting, but jokingly suggests that Sean might actually be haunted.",0.5098039215686274
158,samsum,1576300.906939279,0.965479974867776,0.965479974867776,41.43017052785384,Gina thanks Warren for locking the door.,0.5263157894736842
159,samsum,1576301.872720241,1.9353754138574004,1.9353754138574004,110.05616712649528,"Jason and Dory are planning to create a video, but Dory's friend is coming over the day after tomorrow and will be staying for a week, so they need to get the house ready. Jason has been working on the video for 2",0.5714285714285715
160,samsum,1576303.808401751,2.547975724795833,2.547975724795833,53.37570475122856,"Susan had a perfect date with a man who picked her up from home and took her to a rollerskating disco, which she found original and fun.",0.8750000000000001
161,samsum,1576306.356745053,2.05221048486419,2.05221048486419,113.5361122645367,"Samuel and Tim are communicating across language and cultural barriers. Samuel is from South east India and speaks Telugu, a language with 90 million speakers. He explains that ""Anna"" means ""elder brother"" in Telugu, and Tim corrects",0.36363636363636365
162,samsum,1576308.409273945,2.633102919906378,2.633102919906378,91.9067759070369,"Cora and Ellie are discussing the British media's reaction to a meet and greet with James Charles in Birmingham, where 8000 fans showed up, causing a gridlock. The media made negative comments, with some hosts expressing surprise that a ""virt",0.6593406593406594
163,samsum,1576311.042671591,1.0970297490712255,1.0970297490712255,47.40072002972078,James is going to work and is not watching the game.,1.0
164,samsum,1576312.139988956,2.4646860498469323,2.4646860498469323,66.13418370673337,"Jennifer wants to watch the movie Mad Max with Jack and Reece, who have both seen it before and think it's great. They agree to watch it together tomorrow evening.",0.4347826086956521
165,samsum,1576314.604950822,1.1921123061329126,1.1921123061329126,120.79398833413684,"Allison has been awarded a scholarship, the highest possible rank she could get, and her friends Maya and Sarah are proud and want to celebrate.",0.9387755102040817
166,samsum,1576315.797386855,2.400922119151801,2.400922119151801,56.64490277095958,"Ethan sent a photo to Scott, implying that Scott is similar to someone else, and his friends Toby and Marshall are teasing him about it.",0.8076923076923077
167,samsum,1576318.198660633,1.3591566670220343,1.3591566670220343,26.48701277305832,Lisa will be back home before 11 pm.,1.0
168,samsum,1576319.558124857,1.3421180250588804,1.3421180250588804,87.17564164661827,"Adam is nervous about an exam and is about to go in, but Dave is trying to reassure him that everything will be fine.",0.8571428571428571
169,samsum,1576320.900591549,2.474611490964889,2.474611490964889,92.13567496653758,"Kirsten is willing to talk to ""old heads"" about insurance and risk mitigation. Larry will review an email and get back to her. Kirsten will post it after getting her husband's approval. Larry thinks Kirsten is doing them a favor",0.5652173913043477
170,samsum,1576323.375597628,2.860418356023729,2.860418356023729,89.4973979805758,"James told Mia that their philosophy lecturer, Professor Evans, is having an art exhibition tomorrow, which Mia finds surprising. Mia is initially hesitant to go with James and Amelia, but eventually agrees, and they plan to spend time together afterwards.",0.5094339622641509
171,samsum,1576326.236316381,1.0409771350678056,1.0409771350678056,97.02422521837735,Lauren is still needed for work tomorrow. Pam will let her know if there are any changes to the rota.,0.39999999999999997
172,samsum,1576327.277774186,1.4332786379382014,1.4332786379382014,41.16436151233833,Albert has just passed his driving exam on his 4th attempt.,0.761904761904762
173,samsum,1576328.711366581,2.7448528818786144,2.7448528818786144,64.12001210044569,Harris's friend Aoki died yesterday and he's thinking the worst. Harris hasn't seen Aoki in a few months because she lives in Michigan. He has to go because his mom is calling.,0.8333333333333334
174,samsum,1576331.456526669,2.1101999511010945,2.1101999511010945,103.7816344776838,"Nathan wants to buy a bike in spring, but Aubrey is concerned about where to keep it due to the small apartment size. Nathan plans to hang it on the wall, but Aubrey suggests keeping it in the hallway. Nathan also has a",0.45161290322580644
175,samsum,1576333.567051058,1.2377271091099828,1.2377271091099828,95.33603904405932,"Rachel got a new Siamese cat named Portia, but she's allergic to cats and is taking medication to manage her symptoms.",0.6101694915254238
176,samsum,1576334.805290507,1.8313260660506785,1.8313260660506785,52.9670831416625,Gino should wear a white shirt with blue trousers and brown shoes to avoid looking like a waiter.,0.5333333333333333
177,samsum,1576336.636948219,0.9987818959634752,0.9987818959634752,69.08415168402621,"Amelia won't tell Emily her favourite colour, saying it's a surprise.",0.38461538461538464
178,samsum,1576337.636172064,3.137846080819145,3.137846080819145,75.52951734908883,"Benjamin is tired and considering taking a nap, but Hilary invites him to join her for lunch with some French people who work on the history of food in colonial Mexico, and then they'll head to La Cantina for Italian cuisine. Benjamin is",0.6166666666666667
179,samsum,1576340.774301471,1.1703902550507337,1.1703902550507337,96.5489925367686,"Jane had a severe allergic reaction to peanuts in a cake at La Perle, despite telling the staff she was allergic.",0.7906976744186046
180,samsum,1576341.945179115,2.943764413939789,2.943764413939789,76.43274676959327,"Jane will be 10 minutes late, but Alex will wait for her at the left entrance. Jane has the file with xerox copies, which she hopes will be useful. They are trying to convince someone with their materials, and it's their last",0.9382716049382717
181,samsum,1576344.889245005,0.8353884618263692,0.8353884618263692,74.21696950955298,Kane recommends checking out the new 30 seconds to mars album.,0.8181818181818182
182,samsum,1576345.724986724,2.22559617087245,2.22559617087245,69.19494291708405,"Callan's Samsung S8 has a black screen and overheats, which has happened before. He's going to the store to have it checked, as it's still under warranty.",1.0
183,samsum,1576347.950875852,1.4247655160725117,1.4247655160725117,80.71503605520111,"Maya asks Boris to bring home the clothes hanging outside, but he's not home, so he tells Brian to take care of it.",0.7586206896551724
184,samsum,1576349.37622227,1.4933360000140965,1.4933360000140965,97.09804089543896,"Jane is concerned about the 3-hour drive and suggests meeting at 4:30 instead of 5. Steven agrees, and they confirm to meet at the main entrance.",0.7619047619047619
185,samsum,1576350.869861386,2.372402251930908,2.372402251930908,76.71548947985929,"Max is in his room and Ray is locked out, needing to use the bathroom. Max finds it funny and takes his time to let Ray in, eventually opening the door after his roommate intervenes.",0.3529411764705882
186,samsum,1576353.242569635,2.54551769210957,2.54551769210957,59.71280438205545,"Emma invites Abigail to take a stroll with her children, but Abigail declines due to high smog levels in the area, which have exceeded the norms by 30%.",0.76
187,samsum,1576355.788378923,1.6255201371386647,1.6255201371386647,71.97696129803117,Chloe has to come home from school to let the dog out because her dad is working late and her mom will be home alone.,1.0
188,samsum,1576357.414257407,1.7601912301033735,1.7601912301033735,116.46461844259991,Emily accidentally broke one of Linda's green tea cups while cleaning the dining room and making herself a cup of tea. Linda is understanding and offers to let Emily take the whole green tea set as a gift.,0.767123287671233
189,samsum,1576359.174755782,1.3507280291523784,1.3507280291523784,15.547171263765154,Sean overslept again.,0.8
190,samsum,1576360.525782058,2.0674038289580494,2.0674038289580494,92.38640140096,"Ben and Emma are on a bus to New York, and Emma is taking a nap in a free seat at the rear. They are expected to arrive around 4:30 PM, but traffic may cause delays. Ben will wake Emma up at ",0.8478260869565216
191,samsum,1576362.593507103,2.719063922995701,2.719063922995701,72.81917807281835,"Mike and Celia are discussing their holiday plans. Mike initially suggests Egypt, but Celia thinks it's too hot. She then suggests Croatia, which Mike finds a good idea and has never been to before.",0.7142857142857143
192,samsum,1576365.312863522,1.8079658169299364,1.8079658169299364,86.28481719023863,"Megan asked if Jason had contacted her, as he was absent from school. Nathan asked why she was asking, and Susy replied that Jason had a dental appointment.",0.4102564102564102
193,samsum,1576367.121138376,1.7172179331537336,1.7172179331537336,83.27422934453944,"Max's sister is studying in Shanghai, China, which has a large population of 25 million inhabitants, making it bigger than the capital Beijing.",0.39285714285714285
194,samsum,1576368.838699145,0.8955630250275135,0.8955630250275135,106.0785197078468,"Maddie is shopping at Asda for John. He needs white bread and apples, specifically Gala apples.",0.6875
195,samsum,1576369.734666278,1.955414712196216,1.955414712196216,52.67424825924317,"Ana wants to visit her grandma tomorrow and Catherine agrees, saying she'll call Ana when she wakes up.",0.5945945945945946
196,samsum,1576371.690413216,1.515180234098807,1.515180234098807,39.59924941582053,Ron sent Josh an email with something he wants Josh to have.,1.0
197,samsum,1576373.205920658,1.8561299338471144,1.8561299338471144,18.856438529309813,Mary stayed home from school today.,1.0
198,samsum,1576375.062368149,2.300022728042677,2.300022728042677,99.56423352167452,"Lucy is not interested in dating Johnny, she just wants to go to a gig with her friends. Maggie is jokingly calling her a diva because she's not interested in Johnny. Lucy and Maggie are going to a gig together with their friends",0.7070707070707071
199,samsum,1576377.362699163,2.0736471430864185,2.0736471430864185,31.34573797509924,"Dave was looking for Nicky at Sam's place, but she had just left.",0.45454545454545453
